admission_id,student_id,student_name,mobile_no,email,location,qualification,course,mode,admission_date,attended_by,status
ADM0197,STU0197,Aisha,9207351331,aisha197@gmail.com,Kottayam,UG,Data Science with Python,Offline,3/13/2025,Shivaprasad,Admitted
ADM0198,STU0198,Sahil,9175495299,sahil198@gmail.com,Kochi,Working Professional,React Frontend Developer,Online,3/13/2025,Rifana,Admitted
ADM0199,STU0199,Imran,9760532260,imran199@gmail.com,Palakkad,UG,Data Science with Python,Online,3/14/2025,Rifana,Admitted
ADM0200,STU0200,Nisha,9520903431,nisha200@gmail.com,Calicut,UG,Python Full Stack Development,Online,3/14/2025,Praveena,Admitted
ADM0201,STU0201,Adil Babu,9525034000,adil.babu201@gmail.com,Palakkad,UG,MERN Stack Development,Offline,12/19/2024,Rifana,Not Admitted
ADM0202,STU0202,Farhan Das,9272996105,farhan.das202@gmail.com,Kochi,Diploma,Digital Marketing,Offline,12/20/2024,Shivaprasad,Not Admitted
ADM0203,STU0203,Safa Kumar,9491141697,safa.kumar203@gmail.com,Thrissur,UG,DevOps,Offline,12/21/2024,Rifana,Not Admitted
ADM0204,STU0204,Fida Ali,9472235918,fida.ali204@gmail.com,Palakkad,PG,Python Full Stack Development,Online,12/22/2024,Shivaprasad,Not Admitted
ADM0205,STU0205,Farhan P,9479006176,farhan.p205@gmail.com,Kottayam,Working Professional,DevOps,Offline,12/23/2024,Rifana,Not Admitted
ADM0206,STU0206,Sreya K,9712909093,sreya.k206@gmail.com,Palakkad,Diploma,UI/UX Design,Offline,12/24/2024,Baiju,Not Admitted
ADM0207,STU0207,Ameen Raj,9509029082,ameen.raj207@gmail.com,Palakkad,UG,MERN Stack Development,Offline,12/25/2024,Rifana,Not Admitted
ADM0208,STU0208,Farhan Kumar,9256577149,farhan.kumar208@gmail.com,Palakkad,UG,MERN Stack Development,Offline,12/26/2024,Praveena,Not Admitted
ADM0209,STU0209,Safa P,9101581551,safa.p209@gmail.com,Kochi,Diploma,MERN Stack Development,Online,12/27/2024,Rifana,Not Admitted
ADM0210,STU0210,Riya Ali,9942336547,riya.ali210@gmail.com,Kottayam,PG,DevOps,Offline,12/28/2024,Baiju,Not Admitted
ADM0211,STU0211,Nihal Ali,9438387178,nihal.ali211@gmail.com,Calicut,PG,Data Science with Python,Offline,12/29/2024,Praveena,Not Admitted
ADM0212,STU0212,Midhun Das,9833296410,midhun.das212@gmail.com,Kottayam,Diploma,Digital Marketing,Offline,12/30/2024,Praveena,Not Admitted
ADM0213,STU0213,Nihal Raj,9909239453,nihal.raj213@gmail.com,Kochi,UG,Data Science with Python,Offline,12/31/2024,Shivaprasad,Not Admitted
ADM0214,STU0214,Nihal Ali,9211363732,nihal.ali214@gmail.com,Kottayam,PG,Python Full Stack Development,Offline,1/1/2025,Baiju,Not Admitted
ADM0215,STU0215,Farhan K,9802701889,farhan.k215@gmail.com,Kottayam,UG,Digital Marketing,Online,1/2/2025,Baiju,Not Admitted
ADM0216,STU0216,Sreya Babu,9369574119,sreya.babu216@gmail.com,Trivandrum,PG,Data Science with Python,Offline,1/3/2025,Rifana,Not Admitted
ADM0217,STU0217,Farhan Kumar,9926808540,farhan.kumar217@gmail.com,Trivandrum,PG,Digital Marketing,Offline,1/4/2025,Rifana,Not Admitted
ADM0218,STU0218,Farhan Nair,9459838062,farhan.nair218@gmail.com,Kochi,Working Professional,Digital Marketing,Online,1/5/2025,Praveena,Not Admitted
ADM0219,STU0219,Farhan Kumar,9371049223,farhan.kumar219@gmail.com,Kannur,Working Professional,Python Full Stack Development,Online,1/6/2025,Praveena,Not Admitted
ADM0220,STU0220,Fida Nair,9543128178,fida.nair220@gmail.com,Palakkad,PG,Digital Marketing,Offline,1/7/2025,Shivaprasad,Not Admitted
ADM0221,STU0221,Safa Nair,9854681934,safa.nair221@gmail.com,Kottayam,PG,UI/UX Design,Online,1/8/2025,Shivaprasad,Not Admitted
ADM0222,STU0222,Farhan K,9432432436,farhan.k222@gmail.com,Kochi,UG,MERN Stack Development,Online,1/9/2025,Shivaprasad,Not Admitted
ADM0223,STU0223,Sreya Raj,9933406955,sreya.raj223@gmail.com,Kannur,PG,DevOps,Online,1/10/2025,Shivaprasad,Not Admitted
ADM0224,STU0224,Adil Ali,9255170902,adil.ali224@gmail.com,Calicut,UG,Python Full Stack Development,Offline,1/11/2025,Praveena,Not Admitted
ADM0225,STU0225,Farhan Babu,9565261230,farhan.babu225@gmail.com,Kannur,Working Professional,DevOps,Offline,1/12/2025,Rifana,Not Admitted
ADM0226,STU0226,Safa Das,9892994780,safa.das226@gmail.com,Thrissur,Working Professional,Data Science with Python,Online,1/13/2025,Shivaprasad,Not Admitted
ADM0227,STU0227,Nihal K,9239416922,nihal.k227@gmail.com,Kochi,PG,UI/UX Design,Online,1/14/2025,Praveena,Not Admitted
ADM0228,STU0228,Jasim K,9910842610,jasim.k228@gmail.com,Calicut,Working Professional,Python Full Stack Development,Online,1/15/2025,Rifana,Not Admitted
ADM0229,STU0229,Nihal K,9280405073,nihal.k229@gmail.com,Palakkad,UG,MERN Stack Development,Online,1/16/2025,Rifana,Not Admitted
ADM0230,STU0230,Nihal Ali,9154518476,nihal.ali230@gmail.com,Trivandrum,PG,Digital Marketing,Online,1/17/2025,Praveena,Not Admitted
ADM0231,STU0231,Midhun P,9723793078,midhun.p231@gmail.com,Palakkad,UG,Python Full Stack Development,Online,1/18/2025,Praveena,Not Admitted
ADM0232,STU0232,Fida P,9652320360,fida.p232@gmail.com,Kottayam,PG,DevOps,Online,1/19/2025,Praveena,Not Admitted
ADM0233,STU0233,Farhan Kumar,9842020099,farhan.kumar233@gmail.com,Palakkad,UG,Digital Marketing,Offline,1/20/2025,Shivaprasad,Not Admitted
ADM0234,STU0234,Midhun Babu,9998840579,midhun.babu234@gmail.com,Calicut,Diploma,Python Full Stack Development,Online,1/21/2025,Praveena,Not Admitted
ADM0235,STU0235,Farhan P,9714792961,farhan.p235@gmail.com,Palakkad,Working Professional,Data Science with Python,Offline,1/22/2025,Rifana,Not Admitted
ADM0236,STU0236,Safa Das,9330682864,safa.das236@gmail.com,Kochi,UG,Digital Marketing,Online,1/23/2025,Rifana,Not Admitted
ADM0237,STU0237,Sreya Nair,9533866811,sreya.nair237@gmail.com,Kannur,UG,Digital Marketing,Offline,1/24/2025,Shivaprasad,Not Admitted
ADM0238,STU0238,Safa Nair,9177431302,safa.nair238@gmail.com,Kannur,Working Professional,DevOps,Offline,1/25/2025,Praveena,Not Admitted
ADM0239,STU0239,Adil K,9157417781,adil.k239@gmail.com,Thrissur,PG,Python Full Stack Development,Offline,1/26/2025,Praveena,Not Admitted
ADM0240,STU0240,Ameen Kumar,9952765635,ameen.kumar240@gmail.com,Kottayam,Working Professional,DevOps,Offline,1/27/2025,Shivaprasad,Not Admitted
ADM0241,STU0241,Riya Nair,9365389696,riya.nair241@gmail.com,Kottayam,Working Professional,Python Full Stack Development,Offline,1/28/2025,Shivaprasad,Not Admitted
ADM0242,STU0242,Riya K,9646250567,riya.k242@gmail.com,Calicut,UG,DevOps,Offline,1/29/2025,Baiju,Not Admitted
ADM0243,STU0243,Fida Raj,9253247686,fida.raj243@gmail.com,Thrissur,UG,MERN Stack Development,Offline,1/30/2025,Praveena,Not Admitted
ADM0244,STU0244,Midhun P,9254097524,midhun.p244@gmail.com,Kochi,PG,Digital Marketing,Online,1/31/2025,Praveena,Not Admitted
ADM0245,STU0245,Sreya Ali,9486910592,sreya.ali245@gmail.com,Kottayam,Working Professional,DevOps,Offline,2/1/2025,Rifana,Not Admitted
ADM0246,STU0246,Ameen Ali,9403691898,ameen.ali246@gmail.com,Kannur,Diploma,Data Science with Python,Online,2/2/2025,Baiju,Not Admitted
ADM0247,STU0247,Sreya K,9869560872,sreya.k247@gmail.com,Calicut,Diploma,MERN Stack Development,Offline,2/3/2025,Baiju,Not Admitted
ADM0248,STU0248,Ameen Das,9970563869,ameen.das248@gmail.com,Kannur,PG,Data Science with Python,Offline,2/4/2025,Shivaprasad,Not Admitted
ADM0249,STU0249,Riya Babu,9440943354,riya.babu249@gmail.com,Kottayam,PG,MERN Stack Development,Offline,2/5/2025,Shivaprasad,Not Admitted
ADM0250,STU0250,Jasim P,9568950969,jasim.p250@gmail.com,Thrissur,Working Professional,Digital Marketing,Online,2/6/2025,Shivaprasad,Not Admitted
ADM0251,STU0251,Jasim K,9711496632,jasim.k251@gmail.com,Kottayam,UG,Data Science with Python,Offline,2/7/2025,Baiju,Not Admitted
ADM0252,STU0252,Sreya Raj,9560440210,sreya.raj252@gmail.com,Palakkad,Diploma,UI/UX Design,Offline,2/8/2025,Baiju,Not Admitted
ADM0253,STU0253,Ameen Kumar,9442295290,ameen.kumar253@gmail.com,Palakkad,PG,DevOps,Offline,2/9/2025,Baiju,Not Admitted
ADM0254,STU0254,Riya Nair,9703033057,riya.nair254@gmail.com,Palakkad,Working Professional,Data Science with Python,Online,2/10/2025,Rifana,Not Admitted
ADM0255,STU0255,Ameen K,9263007191,ameen.k255@gmail.com,Kochi,Diploma,DevOps,Online,2/11/2025,Praveena,Not Admitted
ADM0256,STU0256,Adil Babu,9225945648,adil.babu256@gmail.com,Calicut,Working Professional,UI/UX Design,Offline,2/12/2025,Shivaprasad,Not Admitted
ADM0257,STU0257,Midhun Ali,9843198755,midhun.ali257@gmail.com,Kochi,Working Professional,Python Full Stack Development,Online,2/13/2025,Rifana,Not Admitted
ADM0258,STU0258,Jasim Raj,9147125340,jasim.raj258@gmail.com,Kannur,Working Professional,Digital Marketing,Online,2/14/2025,Praveena,Not Admitted
ADM0259,STU0259,Fida K,9816956583,fida.k259@gmail.com,Kottayam,PG,DevOps,Online,2/15/2025,Praveena,Not Admitted
ADM0260,STU0260,Adil Babu,9319828581,adil.babu260@gmail.com,Kannur,PG,UI/UX Design,Online,2/16/2025,Shivaprasad,Not Admitted
ADM0261,STU0261,Sreya Babu,9894230195,sreya.babu261@gmail.com,Thrissur,UG,DevOps,Online,2/17/2025,Shivaprasad,Not Admitted
ADM0262,STU0262,Nihal K,9106645952,nihal.k262@gmail.com,Thrissur,Working Professional,Digital Marketing,Offline,2/18/2025,Praveena,Not Admitted
ADM0263,STU0263,Farhan Ali,9675215784,farhan.ali263@gmail.com,Palakkad,PG,DevOps,Online,2/19/2025,Shivaprasad,Not Admitted
ADM0264,STU0264,Jasim Raj,9609579155,jasim.raj264@gmail.com,Kochi,Diploma,Data Science with Python,Online,2/20/2025,Shivaprasad,Not Admitted
ADM0265,STU0265,Farhan P,9716214740,farhan.p265@gmail.com,Palakkad,Diploma,Digital Marketing,Offline,2/21/2025,Baiju,Not Admitted
ADM0266,STU0266,Safa Das,9216195560,safa.das266@gmail.com,Palakkad,Diploma,Python Full Stack Development,Online,2/22/2025,Baiju,Not Admitted
ADM0267,STU0267,Nihal P,9447669002,nihal.p267@gmail.com,Calicut,PG,UI/UX Design,Offline,2/23/2025,Shivaprasad,Not Admitted
ADM0268,STU0268,Fida Kumar,9604223570,fida.kumar268@gmail.com,Kochi,Diploma,UI/UX Design,Online,2/24/2025,Shivaprasad,Not Admitted
ADM0269,STU0269,Ameen K,9558624521,ameen.k269@gmail.com,Kottayam,PG,Digital Marketing,Online,2/25/2025,Rifana,Not Admitted
ADM0270,STU0270,Farhan Babu,9548420219,farhan.babu270@gmail.com,Calicut,Working Professional,MERN Stack Development,Offline,2/26/2025,Rifana,Not Admitted
ADM0271,STU0271,Safa Raj,9244135953,safa.raj271@gmail.com,Kannur,Diploma,Data Science with Python,Online,2/27/2025,Shivaprasad,Not Admitted
ADM0272,STU0272,Safa Ali,9489497030,safa.ali272@gmail.com,Thrissur,PG,UI/UX Design,Offline,2/28/2025,Praveena,Not Admitted
ADM0273,STU0273,Safa K,9965049596,safa.k273@gmail.com,Trivandrum,PG,DevOps,Online,3/1/2025,Shivaprasad,Not Admitted
ADM0274,STU0274,Farhan P,9462018262,farhan.p274@gmail.com,Thrissur,Diploma,Data Science with Python,Offline,3/2/2025,Baiju,Not Admitted
ADM0275,STU0275,Riya P,9602329438,riya.p275@gmail.com,Trivandrum,PG,UI/UX Design,Offline,3/3/2025,Praveena,Not Admitted
ADM0276,STU0276,Fida Ali,9894917569,fida.ali276@gmail.com,Kochi,Working Professional,DevOps,Online,3/4/2025,Shivaprasad,Not Admitted
ADM0277,STU0277,Fida Babu,9448551794,fida.babu277@gmail.com,Palakkad,UG,Data Science with Python,Offline,3/5/2025,Rifana,Not Admitted
ADM0278,STU0278,Safa P,9830904541,safa.p278@gmail.com,Trivandrum,PG,Data Science with Python,Offline,3/6/2025,Praveena,Not Admitted
ADM0279,STU0279,Midhun Nair,9306815126,midhun.nair279@gmail.com,Kochi,PG,MERN Stack Development,Offline,3/7/2025,Rifana,Not Admitted
ADM0280,STU0280,Adil Babu,9393497666,adil.babu280@gmail.com,Palakkad,Diploma,UI/UX Design,Online,3/8/2025,Shivaprasad,Not Admitted
ADM0281,STU0281,Riya Nair,9500421455,riya.nair281@gmail.com,Palakkad,PG,DevOps,Online,3/9/2025,Baiju,Not Admitted
ADM0282,STU0282,Riya Nair,9450507373,riya.nair282@gmail.com,Kottayam,Diploma,DevOps,Offline,3/10/2025,Rifana,Not Admitted
ADM0283,STU0283,Ameen Raj,9364919468,ameen.raj283@gmail.com,Palakkad,Working Professional,DevOps,Online,3/11/2025,Praveena,Not Admitted
ADM0284,STU0284,Nihal K,9391302313,nihal.k284@gmail.com,Thrissur,Working Professional,MERN Stack Development,Offline,3/12/2025,Shivaprasad,Not Admitted
ADM0285,STU0285,Midhun P,9300206749,midhun.p285@gmail.com,Kochi,Diploma,DevOps,Online,3/13/2025,Shivaprasad,Not Admitted
ADM0286,STU0286,Ameen Raj,9453526082,ameen.raj286@gmail.com,Trivandrum,Diploma,Digital Marketing,Offline,3/14/2025,Shivaprasad,Not Admitted
ADM0287,STU0287,Nihal P,9602327871,nihal.p287@gmail.com,Kochi,Diploma,DevOps,Offline,3/15/2025,Shivaprasad,Not Admitted
ADM0288,STU0288,Jasim Das,9376468677,jasim.das288@gmail.com,Calicut,Diploma,DevOps,Online,3/16/2025,Praveena,Not Admitted
ADM0289,STU0289,Ameen K,9102535932,ameen.k289@gmail.com,Trivandrum,PG,Data Science with Python,Online,3/17/2025,Shivaprasad,Not Admitted
ADM0290,STU0290,Adil K,9709328814,adil.k290@gmail.com,Kannur,Working Professional,UI/UX Design,Online,3/18/2025,Baiju,Not Admitted
ADM0291,STU0291,Midhun Babu,9364497054,midhun.babu291@gmail.com,Trivandrum,PG,Data Science with Python,Offline,3/19/2025,Baiju,Not Admitted
ADM0292,STU0292,Ameen Raj,9646954092,ameen.raj292@gmail.com,Kochi,Diploma,Python Full Stack Development,Online,3/20/2025,Baiju,Not Admitted
ADM0293,STU0293,Midhun Raj,9998691895,midhun.raj293@gmail.com,Kochi,Diploma,Digital Marketing,Online,3/21/2025,Praveena,Not Admitted
ADM0294,STU0294,Nihal Raj,9305000566,nihal.raj294@gmail.com,Palakkad,Diploma,UI/UX Design,Online,3/22/2025,Rifana,Not Admitted
ADM0295,STU0295,Adil P,9970967907,adil.p295@gmail.com,Kannur,Working Professional,Python Full Stack Development,Offline,3/23/2025,Rifana,Not Admitted
ADM0296,STU0296,Riya Ali,9603906493,riya.ali296@gmail.com,Palakkad,PG,MERN Stack Development,Offline,3/24/2025,Rifana,Not Admitted
ADM0297,STU0297,Ameen Das,9241592764,ameen.das297@gmail.com,Kottayam,PG,DevOps,Offline,3/25/2025,Baiju,Not Admitted
ADM0298,STU0298,Safa Ali,9481964145,safa.ali298@gmail.com,Kannur,PG,UI/UX Design,Online,3/26/2025,Rifana,Not Admitted
ADM0299,STU0299,Riya K,9315484009,riya.k299@gmail.com,Kannur,PG,DevOps,Online,3/27/2025,Praveena,Not Admitted
ADM0300,STU0300,Safa Babu,9432865040,safa.babu300@gmail.com,Kannur,UG,UI/UX Design,Online,3/28/2025,Baiju,Not Admitted
ADM0301,STU0301,Midhun Kumar,9664932888,midhun.kumar301@gmail.com,Trivandrum,Diploma,UI/UX Design,Online,3/29/2025,Baiju,Not Admitted
ADM0302,STU0302,Midhun Ali,9812431729,midhun.ali302@gmail.com,Kottayam,PG,UI/UX Design,Online,3/30/2025,Shivaprasad,Not Admitted
ADM0303,STU0303,Midhun K,9681106817,midhun.k303@gmail.com,Kannur,Diploma,MERN Stack Development,Offline,3/31/2025,Shivaprasad,Not Admitted
ADM0304,STU0304,Farhan Nair,9159124253,farhan.nair304@gmail.com,Calicut,Diploma,Data Science with Python,Online,4/1/2025,Baiju,Not Admitted
ADM0305,STU0305,Adil Nair,9605453752,adil.nair305@gmail.com,Palakkad,Working Professional,Data Science with Python,Online,4/2/2025,Praveena,Not Admitted
ADM0306,STU0306,Sreya Kumar,9173104378,sreya.kumar306@gmail.com,Kottayam,Diploma,Python Full Stack Development,Offline,4/3/2025,Rifana,Not Admitted
ADM0307,STU0307,Fida Raj,9614037315,fida.raj307@gmail.com,Calicut,Diploma,Data Science with Python,Offline,4/4/2025,Shivaprasad,Not Admitted
ADM0308,STU0308,Nihal P,9780749529,nihal.p308@gmail.com,Kannur,Diploma,DevOps,Online,4/5/2025,Baiju,Not Admitted
ADM0309,STU0309,Safa Das,9290606730,safa.das309@gmail.com,Thrissur,Working Professional,MERN Stack Development,Online,4/6/2025,Praveena,Not Admitted
ADM0310,STU0310,Riya P,9205593328,riya.p310@gmail.com,Kochi,Working Professional,Digital Marketing,Online,4/7/2025,Praveena,Not Admitted
ADM0311,STU0311,Jasim K,9449044716,jasim.k311@gmail.com,Kochi,PG,Digital Marketing,Offline,4/8/2025,Shivaprasad,Not Admitted
ADM0312,STU0312,Sreya P,9534689839,sreya.p312@gmail.com,Trivandrum,PG,UI/UX Design,Offline,4/9/2025,Praveena,Not Admitted
ADM0313,STU0313,Nihal Raj,9353847701,nihal.raj313@gmail.com,Trivandrum,UG,MERN Stack Development,Offline,4/10/2025,Baiju,Not Admitted
ADM0314,STU0314,Sreya Ali,9753102660,sreya.ali314@gmail.com,Thrissur,Diploma,UI/UX Design,Online,4/11/2025,Baiju,Not Admitted
ADM0315,STU0315,Farhan Babu,9620876698,farhan.babu315@gmail.com,Calicut,PG,Python Full Stack Development,Offline,4/12/2025,Praveena,Not Admitted
ADM0316,STU0316,Fida Babu,9111546431,fida.babu316@gmail.com,Palakkad,Working Professional,Data Science with Python,Online,4/13/2025,Rifana,Not Admitted
ADM0317,STU0317,Jasim Nair,9765445541,jasim.nair317@gmail.com,Trivandrum,Diploma,MERN Stack Development,Online,4/14/2025,Rifana,Not Admitted
ADM0318,STU0318,Midhun Raj,9266257789,midhun.raj318@gmail.com,Calicut,PG,UI/UX Design,Online,4/15/2025,Baiju,Not Admitted
ADM0319,STU0319,Safa P,9769957764,safa.p319@gmail.com,Kochi,UG,Digital Marketing,Online,4/16/2025,Shivaprasad,Not Admitted
ADM0320,STU0320,Midhun Das,9935899183,midhun.das320@gmail.com,Kannur,Diploma,Python Full Stack Development,Offline,4/17/2025,Baiju,Not Admitted
ADM0321,STU0321,Farhan Das,9735547076,farhan.das321@gmail.com,Calicut,PG,Python Full Stack Development,Online,4/18/2025,Shivaprasad,Not Admitted
ADM0322,STU0322,Sreya Ali,9945773573,sreya.ali322@gmail.com,Kottayam,Working Professional,Digital Marketing,Offline,4/19/2025,Praveena,Not Admitted
ADM0323,STU0323,Adil Babu,9803656380,adil.babu323@gmail.com,Kochi,Diploma,Digital Marketing,Offline,4/20/2025,Shivaprasad,Not Admitted
ADM0324,STU0324,Safa Das,9135759807,safa.das324@gmail.com,Kottayam,Diploma,Digital Marketing,Offline,4/21/2025,Shivaprasad,Not Admitted
ADM0325,STU0325,Ameen Nair,9215495633,ameen.nair325@gmail.com,Calicut,PG,UI/UX Design,Online,4/22/2025,Shivaprasad,Not Admitted
ADM0326,STU0326,Midhun P,9844448111,midhun.p326@gmail.com,Kochi,PG,Python Full Stack Development,Online,4/23/2025,Shivaprasad,Not Admitted
ADM0327,STU0327,Farhan Babu,9955015209,farhan.babu327@gmail.com,Kannur,Diploma,MERN Stack Development,Offline,4/24/2025,Baiju,Not Admitted
ADM0328,STU0328,Sreya Babu,9559927753,sreya.babu328@gmail.com,Calicut,PG,Digital Marketing,Offline,4/25/2025,Baiju,Not Admitted
ADM0329,STU0329,Adil Babu,9195844520,adil.babu329@gmail.com,Kannur,Working Professional,Digital Marketing,Online,4/26/2025,Rifana,Not Admitted
ADM0330,STU0330,Safa Kumar,9344555675,safa.kumar330@gmail.com,Kannur,Working Professional,Python Full Stack Development,Offline,4/27/2025,Baiju,Not Admitted
ADM0331,STU0331,Fida Nair,9636327606,fida.nair331@gmail.com,Kochi,Working Professional,Python Full Stack Development,Offline,4/28/2025,Rifana,Not Admitted
ADM0332,STU0332,Ameen Babu,9568592574,ameen.babu332@gmail.com,Kochi,Diploma,UI/UX Design,Online,4/29/2025,Baiju,Not Admitted
ADM0333,STU0333,Adil Raj,9136333639,adil.raj333@gmail.com,Kannur,Working Professional,DevOps,Online,4/30/2025,Baiju,Not Admitted
ADM0334,STU0334,Safa Kumar,9812318910,safa.kumar334@gmail.com,Palakkad,Working Professional,UI/UX Design,Offline,5/1/2025,Rifana,Not Admitted
ADM0335,STU0335,Ameen Kumar,9858847004,ameen.kumar335@gmail.com,Trivandrum,Diploma,MERN Stack Development,Offline,5/2/2025,Baiju,Not Admitted
ADM0336,STU0336,Safa Babu,9262096994,safa.babu336@gmail.com,Calicut,PG,Python Full Stack Development,Offline,5/3/2025,Shivaprasad,Not Admitted
ADM0337,STU0337,Jasim K,9231593742,jasim.k337@gmail.com,Kochi,Diploma,Data Science with Python,Offline,5/4/2025,Rifana,Not Admitted
ADM0338,STU0338,Farhan Kumar,9434185982,farhan.kumar338@gmail.com,Palakkad,Working Professional,Digital Marketing,Offline,5/5/2025,Baiju,Not Admitted
ADM0339,STU0339,Farhan Das,9335191926,farhan.das339@gmail.com,Trivandrum,UG,Python Full Stack Development,Online,5/6/2025,Praveena,Not Admitted
ADM0340,STU0340,Nihal P,9927738559,nihal.p340@gmail.com,Kochi,Diploma,DevOps,Offline,5/7/2025,Shivaprasad,Not Admitted
ADM0341,STU0341,Nihal Kumar,9409940634,nihal.kumar341@gmail.com,Trivandrum,Working Professional,MERN Stack Development,Online,5/8/2025,Rifana,Not Admitted
ADM0342,STU0342,Farhan P,9798558327,farhan.p342@gmail.com,Trivandrum,Working Professional,MERN Stack Development,Offline,5/9/2025,Praveena,Not Admitted
ADM0343,STU0343,Safa Kumar,9977388984,safa.kumar343@gmail.com,Trivandrum,UG,Python Full Stack Development,Offline,5/10/2025,Rifana,Not Admitted
ADM0344,STU0344,Fida Ali,9868369317,fida.ali344@gmail.com,Kochi,UG,Data Science with Python,Online,5/11/2025,Shivaprasad,Not Admitted
ADM0345,STU0345,Fida Raj,9695294707,fida.raj345@gmail.com,Kottayam,Diploma,Python Full Stack Development,Online,5/12/2025,Praveena,Not Admitted
ADM0346,STU0346,Nihal Nair,9492637225,nihal.nair346@gmail.com,Thrissur,Diploma,Digital Marketing,Offline,5/13/2025,Rifana,Not Admitted
ADM0347,STU0347,Ameen K,9701743262,ameen.k347@gmail.com,Calicut,Working Professional,Python Full Stack Development,Online,5/14/2025,Shivaprasad,Not Admitted
ADM0348,STU0348,Fida Nair,9733610392,fida.nair348@gmail.com,Kannur,UG,DevOps,Online,5/15/2025,Rifana,Not Admitted
ADM0349,STU0349,Adil Babu,9654328632,adil.babu349@gmail.com,Trivandrum,UG,DevOps,Offline,5/16/2025,Shivaprasad,Not Admitted
ADM0350,STU0350,Farhan K,9446940425,farhan.k350@gmail.com,Kochi,PG,DevOps,Offline,5/17/2025,Shivaprasad,Not Admitted
ADM0351,STU0351,Riya Raj,9356893611,riya.raj351@gmail.com,Kannur,UG,MERN Stack Development,Offline,5/18/2025,Praveena,Not Admitted
ADM0352,STU0352,Riya Nair,9441982334,riya.nair352@gmail.com,Trivandrum,Working Professional,Digital Marketing,Offline,5/19/2025,Praveena,Not Admitted
ADM0353,STU0353,Midhun P,9856885988,midhun.p353@gmail.com,Thrissur,PG,MERN Stack Development,Online,5/20/2025,Rifana,Not Admitted
ADM0354,STU0354,Nihal Ali,9612820096,nihal.ali354@gmail.com,Calicut,PG,Digital Marketing,Online,5/21/2025,Praveena,Not Admitted
ADM0355,STU0355,Nihal Babu,9350180668,nihal.babu355@gmail.com,Kochi,Diploma,Data Science with Python,Offline,5/22/2025,Shivaprasad,Not Admitted
ADM0356,STU0356,Midhun Raj,9698756518,midhun.raj356@gmail.com,Kochi,UG,DevOps,Online,5/23/2025,Baiju,Not Admitted
ADM0357,STU0357,Midhun Babu,9667543019,midhun.babu357@gmail.com,Kannur,UG,Data Science with Python,Offline,5/24/2025,Praveena,Not Admitted
ADM0358,STU0358,Jasim Ali,9527341356,jasim.ali358@gmail.com,Kottayam,UG,UI/UX Design,Online,5/25/2025,Shivaprasad,Not Admitted
ADM0359,STU0359,Nihal Babu,9176061955,nihal.babu359@gmail.com,Trivandrum,Working Professional,Python Full Stack Development,Offline,5/26/2025,Shivaprasad,Not Admitted
ADM0360,STU0360,Midhun Babu,9859274993,midhun.babu360@gmail.com,Kochi,Diploma,Digital Marketing,Offline,5/27/2025,Baiju,Not Admitted
ADM0361,STU0361,Fida P,9172688169,fida.p361@gmail.com,Calicut,Diploma,UI/UX Design,Offline,5/28/2025,Baiju,Not Admitted
ADM0362,STU0362,Adil P,9991678038,adil.p362@gmail.com,Kottayam,Diploma,Python Full Stack Development,Online,5/29/2025,Rifana,Not Admitted
ADM0363,STU0363,Farhan K,9427937782,farhan.k363@gmail.com,Kochi,Working Professional,MERN Stack Development,Offline,5/30/2025,Shivaprasad,Not Admitted
ADM0364,STU0364,Jasim Raj,9140787931,jasim.raj364@gmail.com,Calicut,Diploma,UI/UX Design,Offline,5/31/2025,Shivaprasad,Not Admitted
ADM0365,STU0365,Sreya Das,9470678428,sreya.das365@gmail.com,Kochi,Diploma,Python Full Stack Development,Offline,6/1/2024,Praveena,Not Admitted
ADM0366,STU0366,Jasim K,9273895936,jasim.k366@gmail.com,Kannur,PG,DevOps,Online,6/2/2024,Praveena,Not Admitted
ADM0367,STU0367,Safa Kumar,9168067042,safa.kumar367@gmail.com,Kannur,Working Professional,DevOps,Online,6/3/2024,Praveena,Not Admitted
ADM0368,STU0368,Fida K,9902205856,fida.k368@gmail.com,Kottayam,Diploma,Python Full Stack Development,Offline,6/4/2024,Rifana,Not Admitted
ADM0369,STU0369,Riya Das,9673396273,riya.das369@gmail.com,Trivandrum,Working Professional,Data Science with Python,Offline,6/5/2024,Rifana,Not Admitted
ADM0370,STU0370,Jasim Nair,9464654458,jasim.nair370@gmail.com,Kochi,UG,UI/UX Design,Offline,6/6/2024,Rifana,Not Admitted
ADM0371,STU0371,Jasim Ali,9455651999,jasim.ali371@gmail.com,Kochi,UG,MERN Stack Development,Offline,6/7/2024,Praveena,Not Admitted
ADM0372,STU0372,Jasim Nair,9143551595,jasim.nair372@gmail.com,Kochi,UG,DevOps,Offline,6/8/2024,Baiju,Not Admitted
ADM0373,STU0373,Safa Raj,9683023936,safa.raj373@gmail.com,Kottayam,Diploma,Data Science with Python,Online,6/9/2024,Shivaprasad,Not Admitted
ADM0374,STU0374,Riya Kumar,9285474449,riya.kumar374@gmail.com,Kottayam,UG,UI/UX Design,Offline,6/10/2024,Praveena,Not Admitted
ADM0375,STU0375,Farhan Kumar,9427517567,farhan.kumar375@gmail.com,Thrissur,PG,Python Full Stack Development,Offline,6/11/2024,Shivaprasad,Not Admitted
ADM0376,STU0376,Nihal Babu,9270477737,nihal.babu376@gmail.com,Thrissur,Diploma,UI/UX Design,Offline,6/12/2024,Baiju,Not Admitted
